# Graph from example.gif, page unknown
0.03545	1.029
0.03885	1.058
0.08327	1.353
0.1785	1.736
0.3826	2.208
0.8201	2.768
1.758	3.505
3.768	4.330
8.077	5.391
17.31	6.600
37.11	7.896
79.55	9.193
84.55	9.547
87.17	9.576
98.48	9.517
98.48	9.517
107.9	9.665
111.2	9.724
238.4	10.72
313.8	11.08
323.5	11.10
672.6	11.61
832.7	11.69
1441	11.61
2820	11.08
2907	11.05
5190	10.37
